date,average,count
2020/10/23,1.669811321,106
2020/10/24,1.746666667,75
2020/10/25,1.75,72
2020/10/26,1.818181818,88
2020/10/27,1.752941176,85
2020/10/28,1.611570248,121
2020/10/29,1.717105263,152
2020/10/30,1.661538462,130
2020/10/31,1.388625592,211
2020/11/1,1.503703704,135
2020/11/2,1.662068966,145
2020/11/3,1.777777778,117
2020/11/4,1.740740741,108
2020/11/5,1.62244898,98
2020/11/6,1.838383838,99
2020/11/7,1.878504673,107
2020/11/8,1.674418605,43
